,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
8167,lapor posko juang rakyat me duku kara lapor rawan juang demokrasi organ sih p partai demokrasi indonesia juang,1,0,1,0,0,0,0,0,1,1,0,0
8168,candi wentar rupa peni galan sejarah mema at cantik komitmen gus ipul mempercantikn me hila sejarah buda dalamn saudara makmur jawa timur gus ipul,0,0,0,0,0,0,0,0,0,0,0,0
8169,lelah ti gedu teriak jokowi bela komunis antek orde gedu etwit jokowi represif medioker ham kakak k orde,1,0,0,1,0,0,0,0,1,0,1,0
8170,model ceramah kakak jancuk silit cele gus gus,1,1,1,0,0,0,0,0,1,1,0,0
8171,cebo kakak bau amis,1,1,1,0,0,0,0,0,1,1,0,0
8172,asma dewi ciduk alumni 212 duku anies lis prabowo,1,0,1,0,0,0,0,0,1,1,0,0
8173,deh er nama nu ntara i et lagu koes plus jamal mirdad keba nama tokoh partai komunis indonesia eksekusi mati abri at hehe tebak coba,0,0,0,0,0,0,0,0,0,0,0,0
8174,aduh e be r dominasi 2 paham ekonomi perintah bi me elola keua an negara,0,0,0,0,0,0,0,0,0,0,0,0
8175,a mem i selera ti suka kejut,0,0,0,0,0,0,0,0,0,0,0,0
8176,doa amin malaikat 2019 ganti presiden,0,0,0,0,0,0,0,0,0,0,0,0
8177,fakta pilih kepala daerah daerah khusus kota imbal jasa jamin duku anises 2014 narkoba candu 1 duku anies,1,0,1,0,0,0,0,0,1,1,0,0
8178,panitia awas milu camat kota me himbau sukses pilih kepala daerah diwila h kota,0,0,0,0,0,0,0,0,0,0,0,0
8179,akak anjir,0,1,0,0,0,0,0,0,0,0,0,0
8180,nista agama an pakai as lamualaikum kakak an umat muslim hati,0,0,0,0,0,0,0,0,0,0,0,0
8181,segeulgie cantik sipit kakak,0,0,0,0,0,0,0,0,0,0,0,0
8182,asi li bahagia putar asi,0,0,0,0,0,0,0,0,0,0,0,0
8183,kakak rn komunis free sex cada an min k limpah mudah capai had ti,0,0,0,0,0,0,0,0,0,0,0,0
8184,haha apes menteri media sosial cocok ban k cocot kerja apes,1,1,1,0,0,0,0,0,1,1,0,0
8185,sih ah bro rumah ikan x9crumpon x9ddan tumbuh terumbu kara biota laut hati limut benci akhin besma,0,0,0,0,0,0,0,0,0,0,0,0
8186,jilbab akhlak pecun ncuihhh,1,1,1,0,0,0,0,1,0,1,0,0
8187,tipu berani uji allah aduh uji nasional deh bodoh bin idiot orang,1,1,1,0,0,0,1,0,0,1,0,0
8188,presiden jokowi mena gap keluh tn t sih at me agumi simpati hadap beliau,0,0,0,0,0,0,0,0,0,0,0,0
8189,amanah me abdi meni katkan buda kerja birokrasi selamat kerja selamat berkar,0,0,0,0,0,0,0,0,0,0,0,0
8190,najis wkwk,0,1,0,0,0,0,0,0,0,0,0,0
8191,pret k ret duku 2019 ganti presiden presiden rocky geru kafir kah,1,1,1,0,0,0,0,0,1,1,0,0
8192,ge an komunis seda berla su persembunyiann kabar kah anti jaring islam liberal anti syiah anti komunis media islam,1,0,0,1,1,0,0,0,0,0,1,0
8193,gapun akun huta negara pimpin alah2in gunu,1,0,1,0,0,0,0,0,1,1,0,0
8194,empok silvy nyinyir melulu pe an an t maklum dese mak mak devat final daerah khusus kota debat final pilih kepala daerah jakarta,1,1,1,0,0,0,0,0,1,1,0,0
8195,dasar kena pajak gema adil mendoro ahmad her wan calon presiden calon presiden ri 2019 2024 pakat p pemuda partai adil sejahtera me gelar rapat pimpin nasional kota bandu 15 16 april 2018,0,0,0,0,0,0,0,0,0,0,0,0
8196,semu nu ntara nsemuan impo hindu buddha islam impo asli nu ntara animisme,0,0,0,0,0,0,0,0,0,0,0,0
8197,lihat memek horny iya,0,1,0,0,0,0,0,0,0,0,0,0
8198,allah subhanahu wa taala halal a r a janji ban k r a muslim bua islam teriak no korupsi,1,1,0,1,1,0,0,0,0,0,1,0
8199,bamba muka kontol hina ulama hajar r antek komunis,1,1,1,0,0,1,1,1,0,1,0,0
8200,an friends benefit muazin nafsu wkwk beda jablay fw,0,0,0,0,0,0,0,0,0,0,0,0
8201,jaman buda jawa kental hindu buddha terpenti hidup tenteram jaman kara revolusi industri terpenti hidup tenteram dipanda a in mercedes life goal ideal a,0,0,0,0,0,0,0,0,0,0,0,0
8202,wajah lihat beloon munafik sok pintar sok suci iblis,1,1,1,0,0,0,1,0,0,1,0,0
8203,hati hati bani onta nyinyir ahok sih kafir citra wkwk hati hati bani onta cari taktik nyinyir,1,1,0,1,0,0,0,0,1,0,1,0
8204,pemba unan infrastruktur menopa pe umbuhan ekonomi kuat tumbuh 5 5,0,0,0,0,0,0,0,0,0,0,0,0
8205,e gym ra us badan kit2 kakak k habis gebuk breath again gulung on livi mempan sok i tulis my pt mbak kuat badan kit2 besok h latih a renta,0,1,0,0,0,0,0,0,0,0,0,0
8206,telusur cepat pe emuan hatta ali deh an set novanto bia pecat hakim sepi main mata,1,0,1,0,0,0,0,0,1,1,0,0
8207,kafir asli bi mena bu mulut alam ta pecunda oh puja prabowo,1,1,1,0,1,0,0,0,0,1,0,0
8208,lanjutann su kakak lihat crot crotan,0,1,0,0,0,0,0,0,0,0,0,0
8209,brim penti segi sistem an ekonomi tan sri dato seri sulaiman mahbub pe erusi telekom malaysia manifesto baris nasional ber mabn hebatkannega,0,0,0,0,0,0,0,0,0,0,0,0
8210,indonesia mundur jokowi kroni2n kelola isu,1,0,0,1,0,0,0,0,1,0,1,0
8211,nji najis banget mino jelek,1,1,1,0,0,0,0,0,1,1,0,0
8212,mema programn cina tumpuk tn wargan kirim negara warga negara pali be r asia te gara utama indonesia,0,0,0,0,0,0,0,0,0,0,0,0
8213,do k bonus dealer enak kayak e it npe beli do k bua,0,0,0,0,0,0,0,0,0,0,0,0
8214,hidup cebo produksi makan hoaks,1,1,0,1,0,0,0,0,1,0,1,0
8215,nih sekolah me agu juru science kasih tau konsep ekonomi jiplak enak udeln,0,0,0,0,0,0,0,0,0,0,0,0
8216,pe an an gue selanjutn romo rochadi jatuh hati me enal status butuh status liber bi meni katolik nikah katolik cerai sifat monogami,0,0,0,0,0,0,0,0,0,0,0,0
8217,galan tuntas mental jabat mal wakil t khianat aparat keparat birokrasi emen do maksiat ban k do tusuk pantat fa cup final,1,1,0,1,0,0,0,0,1,0,1,0
8218,semoga gubernur amanah bawa rahmat umat,0,0,0,0,0,0,0,0,0,0,0,0
8219,atn etnis asli sih apura me ua i kni melayu cina data jajah rebut,1,0,0,1,0,1,0,0,0,0,1,0
8220,r manusia homo,1,1,1,0,0,0,0,1,0,1,0,0
8221,tenta kaum nabi lut nu ntara bera i tuduh orang nu ntara sepe i nu gay lesbi malas bro respect tern ta beda golo an radikal,0,0,0,0,0,0,0,0,0,0,0,0
8222,gue sejujurn gue darah india cina kakak,0,0,0,0,0,0,0,0,0,0,0,0
8223,oprohi kristen bunuh afghanistan hudi bunuh palestina muslim teroris,1,0,0,1,1,0,0,0,0,0,1,0
8224,pante arab udi pimpin bani tern ta bobot bibit bebetn utama to dibandi eh terima kasih om pencerahann,0,0,0,0,0,0,0,0,0,0,0,0
8225,urus uru gue hina ba et,1,1,1,0,0,0,0,0,1,1,0,0
8226,anjing gue kakak hadiah pul mena,0,1,0,0,0,0,0,0,0,0,0,0
8227,pribadi peduli tipu islam menteri tipu buka,1,0,0,1,1,0,0,0,0,0,1,0
8228,babyyy huh bukti hyu be rr titit huh,0,1,0,0,0,0,0,0,0,0,0,0
8229,oi edan iya e i id card bara asi ut haha,0,1,0,0,0,0,0,0,0,0,0,0
8230,faktafreepo ganti rezim perintah susilo bamba yudhoyono joko widodo 2014 nasib freepo grasberg tanda tan ayo indonesia indonesiakua ifreepo freepo,0,0,0,0,0,0,0,0,0,0,0,0
8231,teman manusia homo heran,1,1,1,0,0,0,0,1,0,1,0,0
8232,remaja lomba lomba t asi anak punk ajar jalan sunnah otomatis terasi,0,0,0,0,0,0,0,0,0,0,0,0
8233,and benci partai adil sejahtera agen hudi komunis,0,0,0,0,0,0,0,0,0,0,0,0
8234,twitter gusur kara semu gusur t derita,1,0,1,0,0,0,0,0,1,1,0,0
8235,msnakdnskdnskdndjfn bom,0,0,0,0,0,0,0,0,0,0,0,0
8236,2018 international monetary fund pe ahankan pe umbuhan ekonomi global 3 9,0,0,0,0,0,0,0,0,0,0,0,0
8237,panas terima korban jonru ginti warganet protes korban jokowi,1,0,1,0,0,0,0,0,1,1,0,0
8238,perempuan ba mena sudirman id ida fauz h werandirmanida weranjate,0,0,0,0,0,0,0,0,0,0,0,0
8239,tuyul kali ah usir guanlin,0,0,0,0,0,0,0,0,0,0,0,0
8240,rumah ranah indah seora diam culun deh an bakar be r keren bijak sema at,0,0,0,0,0,0,0,0,0,0,0,0
8241,film masuk h film korea juduln wish hope cerita anak diperko sih e anusn h operasi alamin maaf cacat permanen pokokn cerita a hn ju,0,0,0,0,0,0,0,0,0,0,0,0
8242,us ba krut bandar,1,1,1,0,0,0,0,0,1,1,0,0
8243,negara tunduk front bela islam le serkan jabat libat,1,0,0,1,1,0,0,0,0,0,1,0
8244,mudah mudah gue ketemu sih babi iwan bope mungut suara anji ahok,1,1,1,0,0,0,0,0,1,1,0,0
8245,tolak mundur presiden zimbabwe pecat ain indonesia hebat,0,0,0,0,0,0,0,0,0,0,0,0
8246,ah tai gue aria,0,1,0,0,0,0,0,0,0,0,0,0
8247,an sepele suara t suara t gamu kin presiden presiden,0,0,0,0,0,0,0,0,0,0,0,0
8248,itik be elor a me eram ahok han memba uji nasional benda mati manusian berswafoto r anus,1,1,1,0,0,0,0,0,1,1,0,0
8249,,1,1,1,0,0,0,0,0,1,1,0,0
8250,gue onta arab lken iya,0,0,0,0,0,0,0,0,0,0,0,0
8251,oh mu kin ranjem nama as seda gembus nama as fermentasi sepe i tempe oncom,0,0,0,0,0,0,0,0,0,0,0,0
8252,cerdas cebo otak takar junju an aman generasi lahir lahir got,1,1,0,1,0,0,0,0,1,0,1,0
8253,habat2 warga jate mari tolak benci sema at keber maan mas mas mbak kompak lon gubernur jate at ra ulang sudirman id,0,0,0,0,0,0,0,0,0,0,0,0
8254,bodoh katotoloyo model apes,0,1,0,0,0,0,0,0,0,0,0,0
8255,gubernur jawa barat resmi monumen kawa ciletuh labuh ratu,0,0,0,0,0,0,0,0,0,0,0,0
8256,komputer sebelas calon ilham kemu presiden han 1 dunia,0,0,0,0,0,0,0,0,0,0,0,0
8257,omo sylvi lihat oke debat ahok sylvi su kuat goblok,1,1,1,0,0,0,0,0,1,1,0,0
8258,viktor agama kristen ancam bunuh islam,1,0,1,0,1,0,0,0,0,1,0,0
8259,cebo do o,1,1,0,1,0,0,0,0,1,0,1,0
8260,tuju ken taan pelik tiada i presiden i tup tup bubuh pm,0,0,0,0,0,0,0,0,0,0,0,0
8261,oh bera i sebaikn mundur boneka,1,0,1,0,0,0,0,0,1,1,0,0
8262,ba dah ramah gue,1,1,1,0,0,0,0,0,1,1,0,0
8263,freepo sepe i pabrik garment otomotif beli hamn negara hebat freepo seda me garuk keka an alam indonesia perintah beli hamn hebat su guh mu,0,0,0,0,0,0,0,0,0,0,0,0
8264,tani presiden joko widodo be emu ulama kota bekas kabupaten bekas kota depok kabupaten karawa kabupaten purwaka a mende arkan keluh be ukar pikir sepakat jaga pesta demokrasi sejuk indonesia maju,0,0,0,0,0,0,0,0,0,0,0,0
8265,cowon gentle ba et banci omo in belaka emak ejek teman teman,0,1,0,0,0,0,0,0,0,0,0,0
8266,bola main lapa an main main co orang bapuk,1,1,1,0,0,0,1,0,0,1,0,0
8267,dak bos t dana studio modal bos manajer band nya sih e member band nya pecah otak galau onto ru k fisik ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
8268,k izin perintah goblok kakak izin,1,1,0,1,0,0,0,0,1,0,1,0
8269,cinta monyet,0,0,0,0,0,0,0,0,0,0,0,0
8270,lihat goeun kakak asi oh tern ta minho,0,0,0,0,0,0,0,0,0,0,0,0
8271,admin bahan indonesia cocot otak pnh deh an nafsu kekua an,1,1,1,0,0,0,0,0,1,1,0,0
8272,haha cacat kakak a otakn otak a wkwk,1,1,1,0,0,0,1,0,0,1,0,0
8273,autis ba,0,0,0,0,0,0,0,0,0,0,0,0
8274,seri gar atur undang undang pakde mi kem kayak ba,1,1,0,1,0,0,0,0,1,0,1,0
8275,cita ra jaka a,0,0,0,0,0,0,0,0,0,0,0,0
8276,kawa ekonomi khusus tarik ban k investor pe emba an kayak harap men,0,0,0,0,0,0,0,0,0,0,0,0
8277,joget raffi ahmad ayu ti ti no k an nagita slavina kronologin,0,1,0,0,0,0,0,0,0,0,0,0
8278,kodok macan asia level laaah beda kelasss jauuuh orang orang do oook du me elu2kan kodok sih munafik,1,1,0,1,0,0,0,0,1,0,1,0
8279,tan bank dunia otak onta ndo oke malas bego tolol onta,1,1,1,0,0,0,0,0,1,1,0,0
8280,dunia nafsu kakak ber p kakak k buru hantu,1,0,1,0,0,0,0,0,1,1,0,0
8281,ban k hafal surah alqurann masuk a t a t pera i bunuh pe gal kafir a t cocok cocok penis,1,1,0,1,1,0,0,1,0,0,1,0
8282,anak muda indonesia,0,0,0,0,0,0,0,0,0,0,0,0
8283,alhamdulillah 1 malam bi tembus 100subcribe channel no,0,0,0,0,0,0,0,0,0,0,0,0
8284,najis anjir goblok ba et,1,1,1,0,0,0,0,0,1,1,0,0
8285,titit ku kit jebol mulu,0,1,0,0,0,0,0,0,0,0,0,0
8286,basi isun an2 partai komunis indonesia,1,0,1,0,0,0,0,0,1,1,0,0
8287,efek undang undang md3 komen suka hati,0,0,0,0,0,0,0,0,0,0,0,0
8288,ua muanas munafik,1,0,1,0,0,0,0,0,1,1,0,0
8289,presiden ri ketua partai demokrasi indonesia juang an megawati soekarno putri pidato soekarno tinta emas abad 20,0,0,0,0,0,0,0,0,0,0,0,0
8290,mu kin islam husnuzan hhhmmm,0,0,0,0,0,0,0,0,0,0,0,0
8291,gubernur anies baswedan be emu deh an menteri negeri raja maroko noureddine boutayeb rabat 18 april 2018 pe emuan bilateral bahas ban k li perkemba an ekonomi politik 20 te hir,0,0,0,0,0,0,0,0,0,0,0,0
8292,pojok jamban nn ri l haha exo on burj khalifa exo,0,0,0,0,0,0,0,0,0,0,0,0
8293,indonesia cina,1,0,1,0,0,1,0,0,0,1,0,0
8294,kit jiwa kali h,0,0,0,0,0,0,0,0,0,0,0,0
8295,sepupu kristen,0,0,0,0,0,0,0,0,0,0,0,0
8296,tuju usir cina negeri,1,0,0,1,0,1,0,0,0,0,0,1
8297,x9ckepada negara negara arab bera i negara arab pinjam asi palestina beban uta palestina patu an meri ankan kara indonesia,0,0,0,0,0,0,0,0,0,0,0,0
8298,mata sipit lihat petai,0,0,0,0,0,0,0,0,0,0,0,0
8299,kakak nete,0,1,0,0,0,0,0,0,0,0,0,0
8300,kh ruf omo belaga budek belaga pilon sundul ganti presiden 2019 goblok keba etan jokowi jokowi,1,1,0,1,0,0,0,0,1,0,1,0
8301,sena do fan mati sih ai lupa bego ba et,1,1,1,0,0,0,0,0,1,1,0,0
8302,cerdas susilo bambang yudhoyono undang undang pilih hkan a in calon presiden calon wakil presiden bi curi stasiun k anye hn agus harimurti yudhoyono manfaat,1,0,1,0,0,0,0,0,1,1,0,0
8303,hobi ebodohin orang cerca edu universitas islam negeri orang orang enak jidat kacu cebo sok care hak a sih manusia ibaratn jijik lihat orang panuan dirin penuh panu,1,1,1,0,0,0,0,0,1,1,0,0
8304,parfum tai a ti,0,1,0,0,0,0,0,0,0,0,0,0
8305,lahin dodol wkwk telur murah ban k beli ma2 untu mahal bi beli bela r cebo kutuk,1,1,1,0,0,0,0,0,1,1,0,0
8306,buru twitter buru onta mantap suara remaja choice fandom directioners,0,0,0,0,0,0,0,0,0,0,0,0
8307,presiden jokowi sorot minimn promosi asi games presiden jokowi widodo joko,0,0,0,0,0,0,0,0,0,0,0,0
8308,ajak deh k perintah atur islam lara indonesia salam,1,0,0,1,1,0,0,0,0,0,0,1
8309,trio provokator wiwo amun sok tipu,1,0,0,1,0,0,0,0,1,0,1,0
8310,iya gue pi gir kore cantik,0,1,0,0,0,0,0,0,0,0,0,0
8311,h prabowo ruhut jokowi mu kin korbann umat islam,1,0,1,0,0,0,0,0,1,1,0,0
8312,a gota tentara nasional indonesia polisi republik indonesia pegawai negeri sipil bi kredit rumah uang muka,0,0,0,0,0,0,0,0,0,0,0,0
8313,tjahjo me atak at perintah f sih dewan wakil rakyat laku lobi,0,0,0,0,0,0,0,0,0,0,0,0
8314,jokowi jo os luhut,1,1,1,0,0,0,0,0,1,1,0,0
8315,us oh cute indonesia anji cakap nus wkwk indonesia anji akak nus do mean indonesia anji,0,1,0,0,0,0,0,0,0,0,0,0
8316,materi hukum gue kesu han juru porsi su hn 2 ilmu alam gau h bandi 2in juru gue su h borjuis elite bagus alah tai kuci,1,1,1,0,0,0,0,0,1,1,0,0
8317,biar kritik mesra komunis cina pera daga as,0,0,0,0,0,0,0,0,0,0,0,0
8318,cowok 2 baji an banci raditya dika cewek suka baji an,0,1,0,0,0,0,0,0,0,0,0,0
8319,adek armando lapor polisi kait pendapatn azan,0,0,0,0,0,0,0,0,0,0,0,0
8320,cina seda beru me ua i politik hukum indonesia,1,0,0,1,0,1,0,0,0,0,1,0
8321,lihat direct message ah tau gue nan tenta bolot,1,1,1,0,0,0,1,0,0,1,0,0
8322,bacot,1,1,0,1,0,0,0,0,1,0,1,0
8323,8 suka teman seba ku akhirn tau semu us,0,1,0,0,0,0,0,0,0,0,0,0
8324,koar pro ase sok sih cina kiblatn bwg putih josssssssslah,0,0,0,0,0,0,0,0,0,0,0,0
8325,caitlyn jenner pacar perempuan transgender,0,0,0,0,0,0,0,0,0,0,0,0
8326,irene ngewe kakak r yuk kakak hadiah ula manja memek sih e kelojot,0,1,0,0,0,0,0,0,0,0,0,0
8327,pikir tolol,1,1,1,0,0,0,0,0,1,1,0,0
8328,kontaminasi murid kakak kaca geru bro nkl nalar du jokowi bicara emas mahal nkalaje kin,1,1,1,0,0,0,0,0,1,1,0,0
8329,doa budek,1,1,1,0,0,0,1,0,0,1,0,0
8330,le serkan duku sida istimew r,1,0,1,0,0,0,0,0,1,1,0,0
8331,wasiat amanah anak anak nabi ibrahim as turun wasiat hi catat kitab kitab hudi sejarah zaman zaman ki h cerita rasulullah gue habat,0,0,0,0,0,0,0,0,0,0,0,0
8332,bodoh mak banget pe 2 periode cebo oh cebo,1,1,0,1,0,0,0,0,1,0,1,0
8333,busuk jijik,0,1,0,0,0,0,0,0,0,0,0,0
8334,on the road kristen stewa om robert doni junior,0,0,0,0,0,0,0,0,0,0,0,0
8335,le serkan jokowi bukti cinta jamban wkwk,1,1,1,0,0,0,0,0,1,0,0,1
8336,do ku silit,0,1,0,0,0,0,0,0,0,0,0,0
8337,bolot do sis,0,1,0,0,0,0,0,0,0,0,0,0
8338,airla pribadi an lupa bu khofifah pe alam 3 menteri sosial ber presiden jokowi a bantu me entas miskin khofifahemiljatim,0,0,0,0,0,0,0,0,0,0,0,0
8339,memek mulus,0,1,0,0,0,0,0,0,0,0,0,0
8340,tuli pagi tenta buda minum obat semoga,0,0,0,0,0,0,0,0,0,0,0,0
8341,adrenal me e i dira puan ti at men kit lihat keka ber tegar mena isi seora baji an sepantasn ta isi,0,1,0,0,0,0,0,0,0,0,0,0
8342,peno sinti,0,1,0,0,0,0,0,0,0,0,0,0
8343,pimpin cerdas saleh temann ti kwalitasn 2019 ganti presiden,0,0,0,0,0,0,0,0,0,0,0,0
8344,kondisi buruk deh an peran politik ai komunis indonesia partai komunis indonesia dominasi hidup politik indonesia ber ndar dekrit presiden 5 juli sumber hukum,0,0,0,0,0,0,0,0,0,0,0,0
8345,mas bi inflasi pakai atain tolol do o super,1,1,1,0,0,0,0,0,1,1,0,0
8346,ratu mas organisasi masyarakat islam gerebek jaka a juragan partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,0,1
8347,10 keema bicara jaman susilo bambang yudhoyono 3 gelap era jokowi,1,0,1,0,0,0,0,0,1,1,0,0
8348,maaf hati noob kit gagah senyum sepe i bia,0,0,0,0,0,0,0,0,0,0,0,0
8349,ra ra mata minus alias picek,0,1,0,0,0,0,0,0,0,0,0,0
8350,maun bisu,0,0,0,0,0,0,0,0,0,0,0,0
8351,bau ba tikus,0,1,0,0,0,0,0,0,0,0,0,0
8352,cebo isi kepal tai cebo mikirn waras,1,1,0,1,0,0,0,0,1,0,1,0
8353,duga kunyuk kunyukn koloje ki duru modar iya ene gusti allah re melek hukum biadab kalah oi oi anjing,1,1,0,1,0,0,0,0,1,0,1,0
8354,komisi berantas korupsi perik gubernur sumatra utara calon wakil gubernur ijeck sah komisi berantas korupsi merik gubernur sumatra,0,0,0,0,0,0,0,0,0,0,0,0
8355,x9cmas cocok bawa pi kakak monyet ujarn julur lidah,0,1,0,0,0,0,0,0,0,0,0,0
8356,pilih kepala daerah kota sera pilih tolo mbah pilih,0,0,0,0,0,0,0,0,0,0,0,0
8357,1 me prabowo i in presiden tan teman kemarin be emu restoran metropolis oh teman kenal bisnisn hubu an deh an prabowo,0,0,0,0,0,0,0,0,0,0,0,0
8358,eh tau na bah tukar nabu pokokn urus mata ua asi,0,0,0,0,0,0,0,0,0,0,0,0
8359,kakak ab bin al asyraf tokoh hudi at benci hadap umat muslim khususn hadap nabi bi hafal al qur an akhirn bunuh seora habat ansar seda proses tadwin al qur an,0,0,0,0,0,0,0,0,0,0,0,0
8360,bima idiot,1,1,0,1,0,0,1,0,0,0,1,0
8361,oi anjir bolot banget paham,1,1,1,0,0,0,1,0,0,1,0,0
8362,on gue omelin yel tena orang gila yel orang bara taruh orang bego do o sinti rap baji an,1,1,1,0,0,0,1,0,0,1,0,0
8363,usir buddha mar bumi indonesia,1,0,0,1,1,1,0,0,0,0,0,1
8364,tolol tulis kayak x8,1,1,1,0,0,0,0,0,1,1,0,0
8365,plagiat lagu kaum kontol,1,1,0,1,0,0,0,1,0,0,1,0
8366,anjir kakak do kemarin rap emak rest melulu gara gara gagal pindah on gagal pindah on mantan sebelumn wkwk,0,1,0,0,0,0,0,0,0,0,0,0
8367,mulut berbu muncrat haus kekua an kakak k kusuk cari lahan olah olah dirin co orang doa kerja,1,1,1,0,0,0,0,0,1,1,0,0
8368,mantap ba biar k ret bani kenci onta keja,1,1,0,1,0,0,0,0,1,0,1,0
8369,dika dare ganti ava gambar banci thread starter banci alah,0,1,0,0,0,0,0,0,0,0,0,0
8370,a ikel manusia tidur anji v min,0,0,0,0,0,0,0,0,0,0,0,0
8371,bajak bacot babi mendi gelut,1,1,1,0,0,0,0,0,1,1,0,0
8372,h insinyur gereja katolik lokal,0,0,0,0,0,0,0,0,0,0,0,0
8373,ekonomi tumbuh ti infrastrukturn memble sejahtera raih bencana inflasi ti,0,0,0,0,0,0,0,0,0,0,0,0
8374,han anji babi go kenan,0,0,0,0,0,0,0,0,0,0,0,0
8375,jokowi ratu adil turun darah biruadan darah kotor cina babi,1,1,1,0,0,1,0,0,0,1,0,0
8376,politi sih bahan dunia,1,0,1,0,0,0,0,0,1,1,0,0
8377,tau gubernur kara awur kakak tai kuci injak baca cerita kakak terke me ara bebas anak,1,1,1,0,0,0,0,0,1,1,0,0
8378,kristen bi istilah kristen nu ntara nu ntara buda adat israel terap indonesia,0,0,0,0,0,0,0,0,0,0,0,0
8379,kara nih senyum ra duduk babi babi babi,0,1,0,0,0,0,0,0,0,0,0,0
8380,r baji an bini akun buja an pelan pelan kitin hancur pera an mama ku mama ku kura ku banti handphone,1,1,1,0,0,0,0,0,1,1,0,0
8381,anjir rumah doa pagi e i arah jalan main bi teman,0,1,0,0,0,0,0,0,0,0,0,0
8382,oh kayak nona anak jalan km anak gembel,0,1,0,0,0,0,0,0,0,0,0,0
8383,hai omo pakai data an by co orang doa nasionalisme bela tenaga kerja asing r,0,1,0,0,0,0,0,0,0,0,0,0
8384,andai o indonesia negara komunis ideologi benci,0,0,0,0,0,0,0,0,0,0,0,0
8385,haha timnasn lolos belaga ledek timnas malu oi malu diam diam jamban,1,0,0,1,0,0,0,0,1,0,1,0
8386,ntri tolak berita hoaks i in pilih kepala daerah kota damai,0,0,0,0,0,0,0,0,0,0,0,0
8387,rambutn bagus kayak induk matan sipit ila kakin ban k core an panja idam ba su jin awas ehamilin jin dowoon harap bi ajak mbakn curhat main barbie,0,0,0,0,0,0,0,0,0,0,0,0
8388,solusin mulia kaban tokoh ber anti ase mohon kakak taus h,0,0,0,0,0,0,0,0,0,0,0,0
8389,bekas pabrik gula tjolomadoe kara an r jawa te ah ubah buah gedu pe unjuk cagar buda pe me gelar konser gedu,0,0,0,0,0,0,0,0,0,0,0,0
8390,me ahoker kristen munafik henti me olok2 gereja mema dibriefi ahok me hina sih bumi datar,1,1,0,1,1,0,0,0,0,0,1,0
8391,in tante jablay wkwk,0,1,0,0,0,0,0,0,0,0,0,0
8392,totol ketemu tolol,1,1,1,0,0,0,0,0,1,1,0,0
8393,mema ai diba kit paham komunis i in ba kit tanam rezim,1,0,1,0,0,1,0,0,0,1,0,0
8394,me i dusun pancur tero dli o mi gu 15 april 18 jam 09 00 lap pancur riah kirab buda pentas seni senin 16 april 18 tayub senda sumur pepunden,0,0,0,0,0,0,0,0,0,0,0,0
8395,aduh jujur bi boho i,1,0,0,1,0,0,0,0,1,0,1,0
8396,tobat yuk lambat biar gerombol jil doa konsisten bela kafir hi t,1,0,0,1,1,0,0,0,0,0,1,0
8397,harusn a mbakn h dewa bi beda perilaku perilaku buruk ai sih cowok bre sek,1,1,1,0,0,0,0,0,1,1,0,0
8398,fahri hamzah bela prabowo pe olo an perintah jokowi roh bubar partai komunis indonesia bubar partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,0,1
8399,lahir su bi makan nasi pakai nete,0,0,0,0,0,0,0,0,0,0,0,0
8400,2 bineka islam a in laku kafir dhimmi hakn injak injak,1,0,0,1,1,0,0,0,0,0,1,0
8401,pilih gubernur sulawesi selatan nurdin abdullah maros kota,0,0,0,0,0,0,0,0,0,0,0,0
8402,han bani cabul bi bodoh sih cabul bukti cabul hi kabur lunta lunta arab,1,1,0,1,0,0,0,0,1,0,1,0
8403,ti cebo an gelas gambar 5 periode cebo,0,1,0,0,0,0,0,0,0,0,0,0
8404,rugi jonru mas jokowi emak uta h insinyur 4000t t garam 400 situ tau,1,0,1,0,0,0,0,0,1,1,0,0
8405,rezim jokowi le ser adil han pe ua jalan tun le serkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
8406,pe an an tolol bukti do an katan 2,1,1,1,0,0,0,0,0,1,1,0,0
8407,pilih agus sylvi nanakn susilo bambang yudhoyono keluarga koruptor blusukan ahok berjamaahcoblospecin u2026,1,1,0,1,0,0,0,0,1,0,1,0
8408,ohhhhh kader monco putih ciri khas cebo ti sera islamn coba elakui tapir mi kem,1,1,0,1,0,0,0,0,1,0,1,0
8409,cinta sejati buta lil mu eikichi gerbang tol otomatis,0,0,0,0,0,0,0,0,0,0,0,0
8410,ayo mas becek nih memek,0,1,0,0,0,0,0,0,0,0,0,0
8411,afwan ustaz me enai nter terde ar ustaz am agen hudi,0,0,0,0,0,0,0,0,0,0,0,0
8412,baikn mundur becus me urus negeri,1,0,1,0,0,0,0,0,1,1,0,0
8413,tolol parah pi leceh korban maki maki diam doa sibuk handphone woi tolol pikir anyi adek kakak goblok cewek leceh diam doa,0,1,0,0,0,0,0,0,0,0,0,0
8414,beda negara beda definisi definisi pemulu tenaga kerja indonesia tenaga kerja wanita pe emis miskin makan kali income rupiah 600 000,0,0,0,0,0,0,0,0,0,0,0,0
